"","p_val","avg_diff","pct.1","pct.2","cluster","gene"
"UPP1",5.26754731468801e-41,0.305726038200154,0.42,0.192,"4","UPP1"
"SMAP2",5.47473453947397e-41,0.460283912649611,0.287,0.082,"4","SMAP2"
"LRRFIP11",6.62116970660281e-41,0.436548968439443,0.502,0.228,"4","LRRFIP1"
"BAZ1A3",8.97173249376091e-41,0.264263916155428,0.67,0.396,"4","BAZ1A"
"CAPZA2",1.10398675438828e-40,0.363184939578479,0.443,0.197,"4","CAPZA2"
"ARL6IP51",3.61996526522555e-40,0.303915222779316,0.487,0.244,"4","ARL6IP5"
"BLOC1S13",3.81550457191891e-40,0.392098076278634,0.552,0.278,"4","BLOC1S1"
"DEFB12",7.31831634284997e-40,0.619058309480531,0.457,0.188,"4","DEFB1"
"SFT2D13",1.41830172867013e-39,0.449927990380328,0.535,0.254,"4","SFT2D1"
"STOM1",2.5415670649646e-39,0.414717439222615,0.444,0.192,"4","STOM"
"DEK2",9.39297810028795e-39,0.283654640753441,0.581,0.322,"4","DEK"
"GBP22",9.55568126222638e-39,0.324295332191373,0.769,0.481,"4","GBP2"
"FLOT11",1.70705841509172e-38,0.513242285003411,0.415,0.162,"4","FLOT1"
"SAT24",1.9769463651306e-38,0.413189055963632,0.474,0.216,"4","SAT2"
"IL10RA1",2.22024053903279e-38,0.426890591140432,0.389,0.156,"4","IL10RA"
"CYSTM12",2.369413952548e-38,0.269522386151935,0.58,0.326,"4","CYSTM1"
"SSR31",3.61192191710289e-38,0.322681110797196,0.441,0.207,"4","SSR3"
"PRR131",3.61935511209343e-38,0.355218220415986,0.744,0.456,"4","PRR13"
"BCL2A1",3.62880276812249e-38,0.585257099654387,0.296,0.086,"4","BCL2A1"
"UNC93B1",3.88715166165791e-38,0.512624254037186,0.339,0.112,"4","UNC93B1"
"ZNF7063",4.49502502154717e-38,0.302700864560984,0.659,0.387,"4","ZNF706"
"GSDMD",5.27240503356579e-38,0.327684921673113,0.467,0.227,"4","GSDMD"
"GCA1",6.32551376968711e-38,0.492282050470412,0.402,0.156,"4","GCA"
"CD473",1.42761802804532e-37,0.294314631444178,0.77,0.499,"4","CD47"
"ENY21",1.95531423124163e-37,0.313381497726118,0.556,0.299,"4","ENY2"
"TLR2",3.41212060232324e-37,0.436182693690929,0.278,0.082,"4","TLR2"
"RHOG2",3.78994242398731e-37,0.34667902309408,0.585,0.315,"4","RHOG"
"GBP7",4.63512636332695e-36,0.381473203732324,0.328,0.125,"4","GBP7"
"DBNL",5.44154024162576e-36,0.28627175006211,0.398,0.188,"4","DBNL"
"SNX20",1.18277727914116e-35,0.379565659510485,0.293,0.104,"4","SNX20"
"IRG11",1.37991735348101e-35,0.578007723972215,0.304,0.095,"4","IRG1"
"ABHD3",2.32561110138418e-35,0.339405804041439,0.259,0.088,"4","ABHD3"
"UBE2F2",4.10193057623669e-35,0.44921566826343,0.459,0.208,"4","UBE2F"
"SHKBP11",5.11193270124728e-35,0.378426547445752,0.363,0.149,"4","SHKBP1"
"GSTK1",1.08359657281836e-34,0.2729412257494,0.372,0.175,"4","GSTK1"
"PYCARD",1.15915005387385e-34,0.506229860633071,0.272,0.08,"4","PYCARD"
"GRN4",1.24165057723787e-34,0.310487441843088,0.515,0.272,"4","GRN"
"PCMT12",1.43089146078322e-34,0.358109862415888,0.552,0.294,"4","PCMT1"
"RAB321",2.05452743795195e-34,0.467240014543001,0.337,0.122,"4","RAB32"
"CBWD21",2.14978900457976e-34,0.457765078916585,0.346,0.129,"4","CBWD2"
"RBCK1",2.18737976491421e-34,0.37814092311761,0.693,0.415,"4","RBCK1"
"TPM33",5.05913082343903e-34,0.298141924464514,0.641,0.382,"4","TPM3"
"GABARAP1",1.2496014936874e-33,0.289400194733851,0.387,0.186,"4","GABARAP"
"SH3GLB12",2.42257802374684e-33,0.318627581466221,0.543,0.295,"4","SH3GLB1"
"UBE2Z1",2.6730380752299e-33,0.500057902353259,0.348,0.129,"4","UBE2Z"
"IFIH13",2.96711764936015e-33,0.330422643716444,0.63,0.374,"4","IFIH1"
"HESX11",3.78203173867124e-33,0.530470806469011,0.363,0.14,"4","HESX1"
"YWHAH1",4.94032612260232e-33,0.453492047579642,0.398,0.169,"4","YWHAH"
"BLZF11",6.07188382336136e-33,0.495760240578186,0.354,0.134,"4","BLZF1"
"RAB311",6.12102573539776e-33,0.492587552063103,0.381,0.152,"4","RAB31"
"CNDP2",7.11588146179586e-33,0.316708490014204,0.407,0.195,"4","CNDP2"
"NCF21",9.11933190354443e-33,0.442917577876766,0.363,0.145,"4","NCF2"
"GRB23",1.57501128520554e-32,0.404358515006111,0.55,0.293,"4","GRB2"
"SUPT4H1",1.79300466966006e-32,0.263642083695319,0.509,0.282,"4","SUPT4H1"
"FAM46A",2.25214541787982e-32,0.343161074268346,0.348,0.148,"4","FAM46A"
"C1orf162",3.53571084559705e-32,0.393298269151914,0.289,0.106,"4","C1orf162"
"BRI31",8.63389971756555e-32,0.382935717908173,0.398,0.177,"4","BRI3"
"RGS21",1.33929454031151e-31,0.377070296990337,0.278,0.104,"4","RGS2"
"ATF31",1.68438145403212e-31,0.452975159534184,0.294,0.1,"4","ATF3"
"CHMP4B1",2.45955744738441e-31,0.387223730861296,0.394,0.176,"4","CHMP4B"
"CBR1",2.49548089484003e-31,0.41458100696694,0.38,0.163,"4","CBR1"
"GBP31",2.94575432780672e-31,0.515493813650857,0.381,0.158,"4","GBP3"
"TANK1",3.38283958116067e-31,0.365990531198637,0.448,0.218,"4","TANK"
"GNB4",4.12616076474889e-31,0.476950070862489,0.269,0.084,"4","GNB4"
"IRF23",9.59467504795122e-31,0.403342005226446,0.491,0.252,"4","IRF2"
"CEBPD",1.85467480072121e-30,0.392866502599261,0.278,0.1,"4","CEBPD"
"ATF54",2.57017160432303e-30,0.28215717775207,0.448,0.235,"4","ATF5"
"WSB1",2.87668054167147e-30,0.257116404907134,0.289,0.126,"4","WSB1"
"PANK2",3.68333071678248e-30,0.27577969599258,0.294,0.126,"4","PANK2"
"IFNGR1",1.16222376477405e-29,0.30066973217713,0.302,0.128,"4","IFNGR1"
"ERP441",2.51741339386737e-29,0.336031994557838,0.409,0.199,"4","ERP44"
"GNAI3",7.33497404367472e-29,0.313833370685044,0.298,0.125,"4","GNAI3"
"DDAH2",4.95823367010184e-28,0.427518110176696,0.294,0.11,"4","DDAH2"
"HBP1",8.23316575710676e-28,0.268649388591791,0.354,0.174,"4","HBP1"
"ACOT93",1.16450080821815e-27,0.366056858246808,0.433,0.216,"4","ACOT9"
"GSTP13",1.63623794109485e-27,0.267059132536694,0.593,0.372,"4","GSTP1"
"MB21D11",4.35357236455806e-27,0.40848164845218,0.352,0.15,"4","MB21D1"
"MSN2",6.4785431853575e-27,0.280081484248112,0.461,0.253,"4","MSN"
"SCO2",7.2410019768617e-27,0.259051365512652,0.259,0.114,"4","SCO2"
"AP1S22",8.30952240647086e-27,0.277339398671033,0.415,0.217,"4","AP1S2"
"CD58",1.09196772430743e-26,0.283610479754369,0.306,0.139,"4","CD58"
"GNB22",1.16932006690965e-26,0.366125311288439,0.424,0.21,"4","GNB2"
"MS4A6A2",2.02169182143791e-26,0.301409577654442,0.406,0.208,"4","MS4A6A"
"TNFRSF1A1",5.33103268602609e-26,0.350964284571869,0.281,0.114,"4","TNFRSF1A"
"MGAT11",7.90124575407503e-26,0.329707793793774,0.378,0.183,"4","MGAT1"
"FAM49B3",1.22462088597213e-25,0.309237174029651,0.526,0.304,"4","FAM49B"
"ACSL11",1.40877428182813e-25,0.404666073883717,0.283,0.107,"4","ACSL1"
"ATP6V0D1",3.41747740518443e-25,0.268212103246873,0.322,0.156,"4","ATP6V0D1"
"SPATS2L3",3.87317986606418e-25,0.281039808748101,0.506,0.293,"4","SPATS2L"
"TPMT1",8.00802803648765e-25,0.410076954632723,0.313,0.129,"4","TPMT"
"MXD11",1.44901447261858e-24,0.351872734360083,0.333,0.15,"4","MXD1"
"CCL42",7.03433865512066e-24,0.575609100932939,0.413,0.205,"4","CCL4"
"PCGF5",2.62995676398916e-23,0.268984491273562,0.381,0.203,"4","PCGF5"
"RNH11",5.55612331191128e-23,0.257286701501673,0.439,0.251,"4","RNH1"
"CIR14",1.22287725918181e-22,0.304941172229805,0.443,0.247,"4","CIR1"
"CBWD1",1.43057460596223e-22,0.359989206457298,0.254,0.099,"4","CBWD1"
"NADK1",4.69225252323312e-22,0.340533524449255,0.287,0.123,"4","NADK"
"DESI11",8.29317107150618e-22,0.266851882733375,0.307,0.15,"4","DESI1"
"STX7",1.05315699028988e-21,0.378692901087691,0.254,0.097,"4","STX7"
"TMEM601",6.16661182424681e-21,0.321345565811735,0.322,0.154,"4","TMEM60"
"CCRL21",2.23894744658559e-20,0.362462983662742,0.326,0.155,"4","CCRL2"
"CTSD2",3.1781230660739e-20,0.294434432289181,0.37,0.203,"4","CTSD"
"TMEM165",5.45694265605347e-20,0.265124930160658,0.306,0.154,"4","TMEM165"
"CDKN1A",5.60068187716246e-20,0.292369512231739,0.257,0.114,"4","CDKN1A"
"MARCKS1",6.72555550070665e-20,0.32612198638543,0.298,0.137,"4","MARCKS"
"UBE2D11",2.70050955730495e-19,0.33273507152893,0.354,0.181,"4","UBE2D1"
"ANXA41",1.30919274591136e-16,0.374401038369594,0.259,0.116,"4","ANXA4"
"TFEC1",6.10389897109246e-16,0.262904632858524,0.261,0.13,"4","TFEC"
"CCL5",1.08702145146153e-287,2.07671724704704,0.833,0.124,"5","CCL5"
"LAG3",2.86888059542339e-245,2.01417584341089,0.578,0.044,"5","LAG3"
"CD8A",3.30240373490521e-169,1.57200038882921,0.453,0.032,"5","CD8A"
"NKG7",1.35944033841117e-166,1.58194722659198,0.596,0.085,"5","NKG7"
"CST7",3.15778974283348e-135,1.46177683725418,0.48,0.061,"5","CST7"
"PRF1",1.16548086810001e-115,1.28764714980434,0.451,0.067,"5","PRF1"
"APOBEC3G3",6.15518826128384e-115,1.14824635261494,0.69,0.332,"5","APOBEC3G"
"RPL310",2.67354131286241e-103,0.357163850361474,0.992,0.92,"5","RPL3"
"RARRES34",3.40957503782137e-90,1.06793428139876,0.635,0.326,"5","RARRES3"
"CXCR3",1.29311221836102e-89,1.14674381950714,0.3,0.029,"5","CXCR3"
"PTPRC2",3.57144954074771e-88,0.818184154617318,0.743,0.519,"5","PTPRC"
"CD8B",4.07740200375448e-87,1.30874360474357,0.345,0.048,"5","CD8B"
"GZMB",6.73175921749382e-87,1.14722144746865,0.406,0.074,"5","GZMB"
"CD25",2.31591493503083e-83,1.08963409472923,0.586,0.211,"5","CD2"
"GZMH",3.36118000359957e-83,1.5328993577915,0.286,0.029,"5","GZMH"
"LDHA1",5.29377900432494e-82,0.909761396230198,0.669,0.387,"5","LDHA"
"KLRD1",2.96700131918076e-80,1.16529723386507,0.294,0.032,"5","KLRD1"
"ALOX5AP2",6.71345359371144e-75,1.19835796575753,0.541,0.192,"5","ALOX5AP"
"CXCR44",2.21711667215793e-72,0.82724398381907,0.82,0.481,"5","CXCR4"
"DUSP2",2.56186978348012e-72,1.19441047014892,0.414,0.108,"5","DUSP2"
"RPL23A4",1.8236705612868e-66,0.324409011659057,0.98,0.911,"5","RPL23A"
"IL322",1.8352847040463e-66,1.06933718966084,0.492,0.164,"5","IL32"
"GNLY",1.04197798111456e-65,0.94177568253002,0.335,0.081,"5","GNLY"
"CD3D5",1.66786916396214e-61,0.833369367270788,0.643,0.282,"5","CD3D"
"SH2D2A",2.22854444613907e-61,0.998421002566318,0.288,0.047,"5","SH2D2A"
"PTMA5",2.67518262174759e-59,0.312790999142254,0.984,0.869,"5","PTMA"
"FYN1",1.94157748432064e-56,0.954962319279844,0.357,0.095,"5","FYN"
"SEPT72",4.1380242217765e-54,0.740636314067809,0.518,0.33,"5","SEPT7"
"ARHGDIB5",5.52683351108994e-46,0.624248367065039,0.749,0.512,"5","ARHGDIB"
"CHST122",1.4400232892768e-45,0.777124372836672,0.449,0.211,"5","CHST12"
"CD76",2.87831399893819e-43,0.830970138334526,0.514,0.239,"5","CD7"
"RPL144",9.00022382705288e-42,0.303396901051955,0.931,0.826,"5","RPL14"
"CREM4",8.7454853524936e-38,0.581828353983261,0.665,0.49,"5","CREM"
"GUK1",4.64448746597829e-37,0.514997529771787,0.51,0.393,"5","GUK1"
"RABAC1",2.46735483518792e-34,0.538681745753013,0.465,0.348,"5","RABAC1"
"SKP11",3.37410758596305e-34,0.396322813511695,0.676,0.613,"5","SKP1"
"RGCC3",7.93878478681495e-34,0.744878889171333,0.435,0.197,"5","RGCC"
"SPCS2",1.08670066100152e-33,0.486632319350178,0.449,0.36,"5","SPCS2"
"TMEM59",3.43171293068508e-30,0.375004627036892,0.6,0.531,"5","TMEM59"
"HMGB13",5.37395514444843e-30,0.496039040908911,0.616,0.47,"5","HMGB1"
"NDUFS55",1.85219799385666e-29,0.570834089340594,0.461,0.278,"5","NDUFS5"
"HMGN14",7.41196783810538e-29,0.567764266041549,0.5,0.319,"5","HMGN1"
"PTPRCAP2",8.8224740585827e-29,0.724620238171411,0.345,0.146,"5","PTPRCAP"
"PGK11",4.03266459663387e-28,0.427497397697505,0.473,0.403,"5","PGK1"
"OST41",1.99457490673998e-27,0.397459884359213,0.561,0.47,"5","OST4"
"NDUFC2",3.59220803943535e-27,0.398731817502586,0.38,0.329,"5","NDUFC2"
"LMAN2",4.52792669734527e-27,0.401157332160475,0.314,0.262,"5","LMAN2"
"PPIB",5.29846298305494e-27,0.539032110228842,0.38,0.276,"5","PPIB"
"IL2RG1",1.5748512050768e-26,0.449429068187092,0.52,0.406,"5","IL2RG"
"PAIP21",2.08964779951364e-25,0.392683936801465,0.414,0.336,"5","PAIP2"
"BTG14",5.69032487456486e-25,0.337117835733568,0.857,0.692,"5","BTG1"
"H2AFV1",2.44396545807268e-24,0.447250170180495,0.384,0.264,"5","H2AFV"
"SPOCK21",1.15460321690363e-23,0.654320736109075,0.327,0.143,"5","SPOCK2"
"COX6C2",1.33087485688255e-23,0.312469101784058,0.376,0.32,"5","COX6C"
"CLDND11",1.44028678743778e-23,0.590904402277331,0.31,0.201,"5","CLDND1"
"SSR21",2.50545321118398e-23,0.471067518202033,0.414,0.323,"5","SSR2"
"ERP293",2.73018327053816e-23,0.467246004626802,0.404,0.31,"5","ERP29"
"WIPF1",9.52353164558337e-23,0.375250812203036,0.312,0.244,"5","WIPF1"
"ITM2A1",1.02782577816691e-22,0.659470785030379,0.271,0.115,"5","ITM2A"
"TPI1",1.4607578898412e-22,0.402631093405956,0.406,0.327,"5","TPI1"
"CD442",2.11815178838106e-22,0.394899215894834,0.476,0.395,"5","CD44"
"JAK1",4.13646577872532e-22,0.408315944962846,0.443,0.355,"5","JAK1"
"NEDD81",1.36981057832631e-21,0.325561946335595,0.435,0.372,"5","NEDD8"
"GAPDH3",1.9469995615892e-21,0.426396912746521,0.808,0.667,"5","GAPDH"
"ISCU3",1.88687926710031e-20,0.381624684601819,0.447,0.342,"5","ISCU"
"C5orf561",1.90028070788751e-20,0.442359477500975,0.347,0.263,"5","C5orf56"
"CIB12",3.19380119556476e-20,0.26856280720736,0.402,0.35,"5","CIB1"
"UQCR11.11",5.71873208564089e-20,0.320773623239584,0.414,0.352,"5","UQCR11.1"
"LCK2",6.63203022881183e-20,0.493496436988479,0.29,0.13,"5","LCK"
"GPR1711",8.458312278926e-20,0.545205324443795,0.259,0.105,"5","GPR171"
"DHRS7",9.52047281474539e-20,0.453780600084391,0.259,0.173,"5","DHRS7"
"TMA72",1.59313232904539e-19,0.369152564003734,0.524,0.451,"5","TMA7"
"SELT2",1.60667064238218e-19,0.323123232952741,0.396,0.339,"5","SELT"
"LEPROTL14",1.66125675359363e-19,0.310884962801782,0.418,0.325,"5","LEPROTL1"
"PPP2R5C3",3.64100134265892e-19,0.511856663047485,0.357,0.219,"5","PPP2R5C"
"TMCO1",8.10394848844992e-19,0.393031563803055,0.265,0.18,"5","TMCO1"
"ATP5D1",1.91036886326545e-18,0.433310914034516,0.292,0.194,"5","ATP5D"
"C9orf78",3.14713407257804e-18,0.494043339233714,0.286,0.176,"5","C9orf78"
"ZFP36L24",3.33341317047758e-18,0.496603645374201,0.482,0.324,"5","ZFP36L2"
"SNRPD25",7.68745650467417e-18,0.366327550736126,0.518,0.369,"5","SNRPD2"
"ANXA14",7.80133325270845e-18,0.375781622699381,0.876,0.752,"5","ANXA1"
"NDUFA42",9.18083821662253e-18,0.309141524843632,0.424,0.361,"5","NDUFA4"
"CLEC2D5",1.34349847798727e-17,0.479953717163505,0.476,0.304,"5","CLEC2D"
"STK17A3",2.17929891007206e-17,0.35642655219381,0.39,0.288,"5","STK17A"
"SS18L2",9.42248980149383e-17,0.387397391601089,0.267,0.186,"5","SS18L2"
"SEP152",2.45792096403566e-16,0.35850109233297,0.316,0.26,"5","SEP15"
"MANF",3.06987909270812e-16,0.297968945713926,0.28,0.223,"5","MANF"
"ATP5A12",1.63203271508014e-15,0.279659055261049,0.324,0.26,"5","ATP5A1"
"TMED91",6.61346488001139e-15,0.312024774772519,0.324,0.272,"5","TMED9"
"HINT15",7.30461778235438e-15,0.29428263664418,0.608,0.509,"5","HINT1"
"BUB3",9.84535724772283e-15,0.339739473018568,0.265,0.197,"5","BUB3"
"KMT2E1",1.00285839591866e-14,0.376118506192137,0.318,0.224,"5","KMT2E"
"PPM1K3",2.54504290465104e-14,0.319786178134116,0.404,0.343,"5","PPM1K"
"SRSF72",2.9436759802055e-14,0.301080330889252,0.482,0.416,"5","SRSF7"
"PARK74",3.83703652075619e-14,0.310576688509132,0.382,0.305,"5","PARK7"
"MDH12",4.45332401939164e-14,0.329870088298067,0.284,0.204,"5","MDH1"
"CD3E2",7.60981741178096e-14,0.472958906428902,0.259,0.135,"5","CD3E"
"VAMP82",8.03793923710139e-14,0.432727720229916,0.345,0.234,"5","VAMP8"
"HSPA52",9.3158684551445e-14,0.36077705052448,0.451,0.353,"5","HSPA5"
"VAMP2",1.61491679657907e-13,0.361582510988988,0.278,0.194,"5","VAMP2"
"NR3C12",2.14553819782568e-13,0.426511943604682,0.306,0.195,"5","NR3C1"
"CDC42SE2",2.27899453251393e-13,0.352746852744944,0.288,0.197,"5","CDC42SE2"
"C19orf533",3.47089081560327e-13,0.326991672777049,0.298,0.244,"5","C19orf53"
"NDUFA6",3.91726131213187e-13,0.409965972084815,0.265,0.174,"5","NDUFA6"
"S1PR42",4.73857070345296e-12,0.449209752063453,0.263,0.142,"5","S1PR4"
"NHP2L15",5.98903950121482e-12,0.33806104329133,0.347,0.242,"5","NHP2L1"
"TRAT13",1.08156327944923e-11,0.461062699080755,0.324,0.19,"5","TRAT1"
"PYURF2",1.13079996690543e-11,0.38415255011269,0.316,0.221,"5","PYURF"
"SOCS13",2.34210165682625e-11,0.271164843558452,0.496,0.429,"5","SOCS1"
"DDIT41",2.35172371591335e-11,0.360541812835574,0.259,0.152,"5","DDIT4"
"SF3B5",2.70968424453419e-11,0.370081242417379,0.263,0.198,"5","SF3B5"
"RNPS13",1.10765546291459e-10,0.286009148322561,0.292,0.232,"5","RNPS1"
"ANAPC164",2.62338268279035e-10,0.257949818642003,0.337,0.261,"5","ANAPC16"
"OCIAD24",3.83492096179016e-10,0.369144058941461,0.39,0.258,"5","OCIAD2"
"SPCS14",7.22130331992766e-10,0.288702313388157,0.329,0.278,"5","SPCS1"
"RGS11",7.85320021718925e-10,0.392150103467233,0.282,0.169,"5","RGS1"
"STK41",2.22965255232361e-09,0.295236750714204,0.263,0.208,"5","STK4"
"CORO1A2",3.12096761494655e-09,0.291100718558578,0.278,0.22,"5","CORO1A"
"ODF2L1",4.5691092087367e-09,0.384598011469438,0.259,0.158,"5","ODF2L"
"SYNE22",1.74735557738654e-08,0.377587049097695,0.269,0.164,"5","SYNE2"
"EVL3",2.2918476069576e-08,0.341672662157421,0.373,0.277,"5","EVL"
"NDUFAB11",9.39047427068673e-08,0.348240948912927,0.251,0.17,"5","NDUFAB1"
"RHOH2",4.59932443559603e-06,0.268693956280237,0.263,0.185,"5","RHOH"
"CACYBP",1.08963795005896e-185,1.68386814413388,0.696,0.282,"6","CACYBP"
"SRSF73",3.91525047092689e-148,1.45596612306756,0.737,0.406,"6","SRSF7"
"UBC",8.26279270337585e-143,1.15393624063233,0.934,0.845,"6","UBC"
"UBB2",6.98759783254905e-139,1.13643127012762,0.897,0.811,"6","UBB"
"GADD45B1",1.02771150669338e-138,1.68800893031704,0.611,0.253,"6","GADD45B"
"SRSF2",3.37877427081787e-133,1.59658988810926,0.649,0.182,"6","SRSF2"
"DNAJB63",7.53890730669065e-132,1.33890906363363,0.68,0.338,"6","DNAJB6"
"HSPA81",3.1302261137179e-129,1.16072842860057,0.828,0.735,"6","HSPA8"
"BIRC32",1.14009408272009e-117,1.4641552551763,0.784,0.329,"6","BIRC3"
"BTG15",1.52954276963809e-115,1.09147668224256,0.969,0.691,"6","BTG1"
"HSPH1",2.71289605736032e-112,1.56047791043947,0.464,0.114,"6","HSPH1"
"CYTIP2",1.42964786436477e-110,1.1664283998235,0.809,0.451,"6","CYTIP"
"CD692",1.26032698284767e-104,1.56660610452556,0.687,0.29,"6","CD69"
"SOD12",1.56568018725181e-103,1.20159096654997,0.749,0.443,"6","SOD1"
"HSPD13",1.78318974351999e-103,1.37492626845705,0.589,0.281,"6","HSPD1"
"HSPE15",2.07844017039593e-103,1.48270466674623,0.58,0.235,"6","HSPE1"
"HSP90AB13",9.56409082718605e-102,1.09803928319517,0.73,0.62,"6","HSP90AB1"
"EIF5",9.10360579446385e-100,1.0934058220916,0.668,0.414,"6","EIF5"
"RSRC2",2.79432014241645e-95,1.40233641125564,0.508,0.111,"6","RSRC2"
"JUNB3",1.2229089645691e-92,1.17545013180545,0.752,0.514,"6","JUNB"
"IRF12",4.66673120960987e-92,1.19567690154904,0.658,0.328,"6","IRF1"
"YPEL51",8.00418292911219e-92,1.24875385325762,0.542,0.234,"6","YPEL5"
"ZFAS12",1.78180706547544e-91,1.21725831499136,0.655,0.321,"6","ZFAS1"
"MRPL18",3.66248513164415e-90,1.20784093142689,0.433,0.221,"6","MRPL18"
"HNRNPA2B1",6.28156299032126e-89,0.868017494772118,0.862,0.664,"6","HNRNPA2B1"
"TCP11",7.51205438244793e-87,1.33032894127554,0.455,0.155,"6","TCP1"
"PNRC13",5.31967608690563e-85,1.1994817409503,0.592,0.256,"6","PNRC1"
"SNHG8",1.14558217135262e-83,1.36666101235707,0.47,0.101,"6","SNHG8"
"CLK1",1.7593656047032e-83,1.37932998663628,0.408,0.075,"6","CLK1"
"SRSF33",1.25240650735148e-78,1.16550622561468,0.646,0.28,"6","SRSF3"
"CCNL1",3.0909309340026e-75,1.17682604041723,0.411,0.182,"6","CCNL1"
"DNAJB1",9.32084928110409e-74,1.2951302656211,0.292,0.09,"6","DNAJB1"
"UBE2B",1.2238943315018e-73,0.959707070884524,0.633,0.389,"6","UBE2B"
"CNBP3",1.39519379776774e-73,1.03703900965508,0.699,0.39,"6","CNBP"
"SBDS",1.67372149159329e-72,1.21333527139356,0.476,0.096,"6","SBDS"
"UBE2D3",1.57331140403007e-71,0.754884389388056,0.815,0.634,"6","UBE2D3"
"STK17A4",1.59166280691968e-71,1.13941155929972,0.611,0.281,"6","STK17A"
"ARID5A1",5.50517040830192e-71,1.09348837199449,0.589,0.275,"6","ARID5A"
"BATF",1.02514160821345e-70,1.32992482234776,0.304,0.031,"6","BATF"
"NOP58",1.44785051795557e-70,1.27742906600983,0.455,0.092,"6","NOP58"
"DDIT42",7.02621481029056e-69,1.45521060669553,0.486,0.144,"6","DDIT4"
"CYCS4",7.44001793832251e-64,1.05903018937396,0.627,0.248,"6","CYCS"
"CHORDC1",5.88453371858683e-63,1.15511134408753,0.354,0.128,"6","CHORDC1"
"CCT42",1.94395092149347e-62,1.05514397827479,0.552,0.246,"6","CCT4"
"TSC22D3",3.73610883174082e-62,1.23285614730814,0.461,0.157,"6","TSC22D3"
"DDX51",5.83336321434061e-62,0.91352187703948,0.549,0.376,"6","DDX5"
"CREM5",4.01707366643866e-59,1.04287470262816,0.727,0.491,"6","CREM"
"NDNL2",1.64879862287033e-58,1.188144199048,0.37,0.094,"6","NDNL2"
"SLC2A3",7.08592559611626e-58,1.16275854925016,0.354,0.057,"6","SLC2A3"
"SNHG15",1.02497736037763e-57,1.22012466802271,0.307,0.049,"6","SNHG15"
"PIK3IP11",2.56716409057127e-57,1.12182999612084,0.486,0.131,"6","PIK3IP1"
"SCML1",4.36397844765446e-57,1.11980580952735,0.27,0.034,"6","SCML1"
"ADTRP",4.74208822237822e-56,1.19866468427211,0.389,0.069,"6","ADTRP"
"RBM391",5.79867495940185e-56,0.965818950977004,0.549,0.252,"6","RBM39"
"KLF64",5.71936822282273e-55,0.836467430569184,0.536,0.437,"6","KLF6"
"ICOS",3.41038971093723e-54,1.12903788721071,0.263,0.029,"6","ICOS"
"PPP1R2",8.22167604991325e-54,0.980829672888297,0.464,0.199,"6","PPP1R2"
"HNRNPDL1",1.18939310768841e-51,1.02230373394214,0.492,0.16,"6","HNRNPDL"
"RBM8A2",2.79961492599275e-51,0.855448387644596,0.63,0.36,"6","RBM8A"
"C1orf63",8.06957936521141e-51,0.897246344010895,0.486,0.274,"6","C1orf63"
"IL7R5",9.8059714841115e-51,1.02381758267583,0.592,0.271,"6","IL7R"
"DOK2",1.03447862878086e-50,1.09825111958034,0.304,0.078,"6","DOK2"
"CALM22",1.60941116381686e-50,0.787397943702774,0.777,0.587,"6","CALM2"
"ZFAND2A",7.01660475510454e-50,1.10029006364173,0.251,0.052,"6","ZFAND2A"
"H2AFZ2",1.79478658661142e-49,0.940414142705092,0.608,0.355,"6","H2AFZ"
"SOCS3",6.04100164067359e-49,1.09089823381019,0.423,0.141,"6","SOCS3"
"PAPOLA",7.48551917154638e-49,0.870661088843609,0.476,0.269,"6","PAPOLA"
"CHD1",4.69671224128085e-48,1.04530599765547,0.354,0.106,"6","CHD1"
"DNAJA14",1.88768119012261e-47,0.681076848015649,0.796,0.677,"6","DNAJA1"
"GIMAP75",1.43163014324946e-46,0.816126875221057,0.84,0.537,"6","GIMAP7"
"RGS12",4.23695960654949e-46,1.34091334397239,0.451,0.164,"6","RGS1"
"ARID4B",2.66225383191226e-45,0.934389056148001,0.426,0.203,"6","ARID4B"
"SATB1",9.25278349684481e-45,1.02699637317178,0.329,0.072,"6","SATB1"
"NDUFV22",9.78501891095788e-45,0.8053372257074,0.561,0.381,"6","NDUFV2"
"GPR1833",1.30223081903565e-44,0.943823626556531,0.636,0.303,"6","GPR183"
"MATR3",1.61582462591479e-44,0.980076845737279,0.448,0.142,"6","MATR3"
"KMT2E2",2.04779438319757e-44,0.961494615077775,0.495,0.218,"6","KMT2E"
"CIRBP1",6.48383439225829e-44,0.828549210360228,0.524,0.303,"6","CIRBP"
"CCDC59",9.63233100406967e-44,0.981942778963256,0.357,0.088,"6","CCDC59"
"DDX24",1.74758332557911e-43,0.990838683741981,0.455,0.156,"6","DDX24"
"CD551",2.86605872939064e-43,0.997107180480576,0.404,0.182,"6","CD55"
