"","p_val","avg_diff","pct.1","pct.2","cluster","gene"
"MAGOH",4.45269171058117e-16,0.534155157848304,0.351,0.214,"6","MAGOH"
"COX7B",4.97318240353107e-16,0.521979480310348,0.313,0.218,"6","COX7B"
"MTCH11",5.30880309481397e-16,0.425510138232036,0.26,0.185,"6","MTCH1"
"PPP2R5C4",5.3191115647341e-16,0.577884832319344,0.392,0.221,"6","PPP2R5C"
"EVI2A3",5.80417649644285e-16,0.599688623802093,0.389,0.226,"6","EVI2A"
"TAP12",6.1243727016195e-16,0.384727677787447,0.605,0.542,"6","TAP1"
"ILF23",6.54593224983954e-16,0.587001404250472,0.404,0.223,"6","ILF2"
"YWHAB",9.54452526821046e-16,0.38527027653687,0.552,0.497,"6","YWHAB"
"ZC3H15",1.3377909042638e-15,0.634899009659933,0.285,0.152,"6","ZC3H15"
"PHF5A",1.42016895338102e-15,0.59877431902232,0.254,0.11,"6","PHF5A"
"EIF3I3",3.2258609862776e-15,0.552236699471703,0.351,0.211,"6","EIF3I"
"PGK12",1.10296164116155e-14,0.436035500720706,0.492,0.404,"6","PGK1"
"PSMA5",1.41106458742356e-14,0.437329419668134,0.545,0.442,"6","PSMA5"
"PMAIP11",1.59436595967574e-14,0.660031315812938,0.348,0.192,"6","PMAIP1"
"STRAP",1.61900283659178e-14,0.585015246123723,0.276,0.128,"6","STRAP"
"EMC7",1.62286531960522e-14,0.495931942295865,0.354,0.217,"6","EMC7"
"WHSC1L1",1.71136969053248e-14,0.615236667601722,0.31,0.161,"6","WHSC1L1"
"RPL243",2.15517812731278e-14,0.252845694850377,0.871,0.794,"6","RPL24"
"VDAC2",3.13609217039605e-14,0.505737616225936,0.32,0.199,"6","VDAC2"
"MORF4L11",3.58005228360625e-14,0.478422969300129,0.32,0.234,"6","MORF4L1"
"LITAF",3.58450868062912e-14,0.472658902528343,0.386,0.303,"6","LITAF"
"PPP1R11",4.03707833491043e-14,0.481896852658436,0.298,0.187,"6","PPP1R11"
"ARHGDIB6",4.28827657942593e-14,0.397907746794586,0.696,0.52,"6","ARHGDIB"
"LINC00493",4.36440128945548e-14,0.55328537289788,0.273,0.147,"6","LINC00493"
"NFE2L21",4.52993375982186e-14,0.408906038842983,0.357,0.302,"6","NFE2L2"
"ATP5G32",6.19966244423131e-14,0.531193826587713,0.351,0.214,"6","ATP5G3"
"MKRN12",7.16496779115698e-14,0.506964975488156,0.361,0.23,"6","MKRN1"
"MYC1",8.10391550168314e-14,0.58186564343334,0.31,0.139,"6","MYC"
"PRPF40A",8.30827776309395e-14,0.537537356135802,0.304,0.163,"6","PRPF40A"
"WBSCR22",9.76607136339139e-14,0.605972869581388,0.263,0.123,"6","WBSCR22"
"BTF34",1.09449222536077e-13,0.28016568177143,0.777,0.707,"6","BTF3"
"RPL44",1.17531618081835e-13,0.268809953529686,0.69,0.574,"6","RPL4"
"DNTTIP2",1.26414902644808e-13,0.533329591768039,0.27,0.133,"6","DNTTIP2"
"RNPS14",1.89417078405184e-13,0.524482785161906,0.404,0.228,"6","RNPS1"
"SF3B51",2.51574037358996e-13,0.5314319297374,0.32,0.197,"6","SF3B5"
"ANAPC165",2.96765709426191e-13,0.516900333245083,0.411,0.259,"6","ANAPC16"
"MSL3",3.03760190979695e-13,0.538323363294593,0.282,0.163,"6","MSL3"
"SNW1",3.65861962464313e-13,0.494603579474449,0.282,0.162,"6","SNW1"
"UBE2N1",4.21803583277241e-13,0.511518223722089,0.323,0.195,"6","UBE2N"
"LSM1",4.34178177295901e-13,0.505989848210205,0.257,0.15,"6","LSM1"
"SF3B1",6.42337047513953e-13,0.543008320655935,0.254,0.128,"6","SF3B1"
"NOL73",8.57369259693496e-13,0.566372675469497,0.354,0.214,"6","NOL7"
"ATP5F1",9.54090566891112e-13,0.526755154856823,0.301,0.168,"6","ATP5F1"
"ARF1",1.02698574688099e-12,0.358680575244408,0.492,0.435,"6","ARF1"
"HBP11",1.10211653872877e-12,0.450807835342339,0.266,0.183,"6","HBP1"
"SS18L21",1.30952309790679e-12,0.493844482752757,0.317,0.185,"6","SS18L2"
"BTG2",1.3156799538613e-12,0.528024213008325,0.254,0.148,"6","BTG2"
"PSMG2",1.38928808126362e-12,0.402587245457155,0.273,0.205,"6","PSMG2"
"NDUFB4",1.48402021480025e-12,0.404290636601281,0.342,0.282,"6","NDUFB4"
"HNRNPF3",1.58617130979805e-12,0.379424933392045,0.483,0.355,"6","HNRNPF"
"MRPL22",2.14203552725219e-12,0.513870333315089,0.254,0.118,"6","MRPL22"
"CYLD",2.37670690021446e-12,0.553707462546757,0.295,0.174,"6","CYLD"
"SERP11",3.4105280089868e-12,0.338906254227539,0.564,0.489,"6","SERP1"
"PRRC2C",4.23350356418415e-12,0.497891578433539,0.257,0.157,"6","PRRC2C"
"CSDE14",4.25431683709734e-12,0.497266371723648,0.376,0.236,"6","CSDE1"
"SDHD",5.01029475758723e-12,0.44465060475083,0.342,0.236,"6","SDHD"
"SEC621",5.27306790345473e-12,0.414367875107051,0.379,0.292,"6","SEC62"
"GCC2",8.04112833708928e-12,0.564095457953183,0.301,0.152,"6","GCC2"
"HNRNPK3",1.47048869855936e-11,0.325908217287937,0.511,0.459,"6","HNRNPK"
"SAT14",2.26190556711167e-11,0.384577464015619,0.922,0.832,"6","SAT1"
"SLC3A21",2.51745991273787e-11,0.430170631473279,0.486,0.388,"6","SLC3A2"
"FAM96B1",2.67568736654175e-11,0.398543215400871,0.404,0.32,"6","FAM96B"
"ERH4",2.88359600405557e-11,0.420726951384654,0.448,0.318,"6","ERH"
"ACP1",3.20383991480694e-11,0.558763341300524,0.263,0.156,"6","ACP1"
"PSMA3",4.23282054232935e-11,0.326865964128248,0.445,0.385,"6","PSMA3"
"RPS263",4.27202193140091e-11,0.43722472537435,0.558,0.404,"6","RPS26"
"EWSR1",5.56239955976117e-11,0.368321992701378,0.292,0.224,"6","EWSR1"
"SRP19",8.29508827056508e-11,0.435146971335751,0.251,0.164,"6","SRP19"
"NDFIP12",8.35190886016295e-11,0.395947087659311,0.367,0.298,"6","NDFIP1"
"XBP12",9.70356563652581e-11,0.477807186106415,0.398,0.278,"6","XBP1"
"CD26",1.34487158360474e-10,0.423589291233083,0.395,0.229,"6","CD2"
"RNF7",1.41141437209599e-10,0.382247797313661,0.276,0.186,"6","RNF7"
"GIMAP11",1.55903953700501e-10,0.517698549143938,0.313,0.167,"6","GIMAP1"
"NDUFS56",1.62993343241435e-10,0.422499887651427,0.429,0.283,"6","NDUFS5"
"UBE2I2",1.97428848768144e-10,0.383913407131765,0.342,0.286,"6","UBE2I"
"RNF149",2.15048217532631e-10,0.411536054270629,0.276,0.188,"6","RNF149"
"PPP1CC",2.28469162343723e-10,0.509118005033672,0.279,0.138,"6","PPP1CC"
"EIF3E4",2.62410864241613e-10,0.443372905902621,0.426,0.295,"6","EIF3E"
"TNFAIP81",2.79850424725236e-10,0.40140679840896,0.439,0.346,"6","TNFAIP8"
"ANXA2R1",3.10288813425547e-10,0.501930859927808,0.313,0.176,"6","ANXA2R"
"HAX1",3.38302914691854e-10,0.458464643275661,0.317,0.204,"6","HAX1"
"IFIT5",3.70090111162491e-10,0.383528416607466,0.307,0.208,"6","IFIT5"
"NDUFA5",4.18449299589834e-10,0.481844264978776,0.285,0.148,"6","NDUFA5"
"HNRNPC1",5.03778498147019e-10,0.428788784229999,0.31,0.221,"6","HNRNPC"
"UGP2",6.25924107483609e-10,0.448632224224815,0.292,0.191,"6","UGP2"
"NFKBIA5",7.67190187283604e-10,0.421766367817899,0.693,0.557,"6","NFKBIA"
"RAP1B",2.20910050877267e-09,0.386786046029351,0.282,0.196,"6","RAP1B"
"ICAM23",2.67842996321251e-09,0.367239181809944,0.304,0.23,"6","ICAM2"
"HNRNPA33",3.45221580734869e-09,0.393524985920982,0.307,0.25,"6","HNRNPA3"
"EIF5B",3.80850210874448e-09,0.484133843793977,0.27,0.135,"6","EIF5B"
"EAPP",4.24018304762792e-09,0.445090022005647,0.27,0.147,"6","EAPP"
"XRCC63",4.46286023435492e-09,0.332226398614415,0.354,0.219,"6","XRCC6"
"CCT6A1",4.76324864574143e-09,0.432015076675915,0.298,0.183,"6","CCT6A"
"RPL384",4.88167560809137e-09,0.302533555994933,0.524,0.464,"6","RPL38"
"IL2RG2",6.01976772853559e-09,0.366730041745426,0.492,0.41,"6","IL2RG"
"MRPL20",6.60786800460559e-09,0.437005319685193,0.26,0.157,"6","MRPL20"
"LSM3",9.38073110522971e-09,0.36924199681576,0.263,0.182,"6","LSM3"
"SELT3",1.02656234639166e-08,0.336452453039424,0.429,0.339,"6","SELT"
"PNPT1",1.08823432393836e-08,0.377980448309403,0.282,0.205,"6","PNPT1"
"PPM1K4",1.84320135873891e-08,0.355175833401465,0.458,0.342,"6","PPM1K"
"EIF2S23",2.15515566888701e-08,0.371446929381621,0.364,0.268,"6","EIF2S2"
"PYURF3",2.26875361959861e-08,0.414137134172833,0.313,0.223,"6","PYURF"
"RPL235",2.40834366665086e-08,0.313970851849769,0.586,0.471,"6","RPL23"
"CUTA2",4.62541052446246e-08,0.444528208181412,0.292,0.188,"6","CUTA"
"PSMD7",6.05668731791928e-08,0.366633368795742,0.288,0.22,"6","PSMD7"
"HNRNPR2",6.11900653943828e-08,0.418210501420979,0.279,0.189,"6","HNRNPR"
"C9orf781",1.22709393204119e-07,0.398099055094389,0.292,0.179,"6","C9orf78"
"RPS294",1.5518142244426e-07,0.32771885008176,0.511,0.423,"6","RPS29"
"SYF2",1.65191839468393e-07,0.290694698128454,0.404,0.352,"6","SYF2"
"NR3C13",1.73108557750455e-07,0.4255198075758,0.27,0.199,"6","NR3C1"
"SNRPD11",2.34764605366774e-07,0.382817565697098,0.266,0.148,"6","SNRPD1"
"GNAS",2.67913212169803e-07,0.284968125037376,0.298,0.225,"6","GNAS"
"C14orf1662",2.98942360170063e-07,0.328798770408911,0.313,0.223,"6","C14orf166"
"TRMT1124",3.41877354273765e-07,0.304035830595486,0.445,0.369,"6","TRMT112"
"C19orf534",3.76391168628586e-07,0.358630828364568,0.323,0.244,"6","C19orf53"
"DGUOK",4.7810602097002e-07,0.32636447535169,0.279,0.212,"6","DGUOK"
"SPOCK22",4.86877436501139e-07,0.305118080298728,0.266,0.15,"6","SPOCK2"
"PCNP1",4.92867380327638e-07,0.348835446861496,0.345,0.256,"6","PCNP"
"MTDH",5.97832464542422e-07,0.359381573773434,0.263,0.197,"6","MTDH"
"BANF11",6.54410737522086e-07,0.391527884315121,0.251,0.159,"6","BANF1"
"HNRNPA15",1.94376699291701e-06,0.270434878455184,0.527,0.452,"6","HNRNPA1"
"NDUFB8.13",2.07430718085528e-06,0.331034015590502,0.351,0.285,"6","NDUFB8.1"
"ISCU4",2.4143455162902e-06,0.308770518018202,0.411,0.346,"6","ISCU"
"TMED2",2.93788461688237e-06,0.344977097057965,0.295,0.227,"6","TMED2"
"C1QBP3",4.21180918966735e-06,0.372039741569194,0.354,0.224,"6","C1QBP"
"SLC25A3",4.86305294710063e-06,0.27751117116452,0.357,0.282,"6","SLC25A3"
"GIMAP55",6.10357732948554e-06,0.34597126922328,0.414,0.311,"6","GIMAP5"
"EIF3M3",7.24844437922217e-06,0.351309064050711,0.31,0.226,"6","EIF3M"
"NDUFAB12",1.10084699379415e-05,0.364148949497547,0.251,0.172,"6","NDUFAB1"
"C6orf484",1.20239615590123e-05,0.350131132412862,0.361,0.24,"6","C6orf48"
"COX7A2L2",2.68517199217199e-05,0.304134869952344,0.292,0.225,"6","COX7A2L"
"SEP153",4.67289428678587e-05,0.318138886754536,0.329,0.261,"6","SEP15"
"BUB31",7.67322815657128e-05,0.273685357928969,0.254,0.2,"6","BUB3"
"GADD45GIP12",0.000492623901191812,0.287835221509152,0.27,0.216,"6","GADD45GIP1"
"CLEC2D6",0.00564565641803194,0.260955153340001,0.398,0.311,"6","CLEC2D"
"GNLY1",0,4.01445438167364,0.952,0.061,"7","GNLY"
"NKG71",0,2.9245307435352,0.962,0.082,"7","NKG7"
"GZMB1",4.85428305461119e-311,3.12739436582594,0.904,0.061,"7","GZMB"
"PRF11",3.28709647960071e-305,2.8651606096846,0.869,0.058,"7","PRF1"
"APOBEC3G5",6.23535147455146e-246,1.81768967900167,0.863,0.334,"7","APOBEC3G"
"CLIC3",1.36983073574346e-207,2.4655508440323,0.626,0.031,"7","CLIC3"
"CTSW",3.53288928657639e-193,2.18173287564822,0.597,0.036,"7","CTSW"
"GZMA",4.21451180872926e-171,2.3131351289831,0.55,0.027,"7","GZMA"
"KLRD11",1.32600327613571e-170,2.02758187952002,0.569,0.027,"7","KLRD1"
"CCL51",2.0073310916178e-162,2.47115513019362,0.719,0.146,"7","CCL5"
"KLRC1",1.35449501373954e-142,1.76359437593106,0.38,0.006,"7","KLRC1"
"CST71",1.13204621859298e-141,1.88340016891477,0.604,0.066,"7","CST7"
"FASLG",9.56798291592112e-122,1.65701098522635,0.419,0.02,"7","FASLG"
"RARRES36",4.11349529081378e-118,1.40672390869922,0.728,0.33,"7","RARRES3"
"GZMH1",3.05208048113008e-109,1.70242935081551,0.435,0.029,"7","GZMH"
"IGFBP7",8.31416314505896e-99,1.33673100648934,0.275,0.042,"7","IGFBP7"
"CHST123",6.57088521172757e-96,1.31341080788114,0.61,0.21,"7","CHST12"
"CD384",3.998888038626e-92,1.2117891175687,0.543,0.24,"7","CD38"
"TNFRSF18",3.20967880809664e-83,1.46975540783511,0.329,0.027,"7","TNFRSF18"
"CD247",1.21763503321441e-77,1.34592626266623,0.486,0.107,"7","CD247"
"CD77",2.56313524336293e-77,1.25360236587526,0.671,0.239,"7","CD7"
"AOAH",6.96459631234821e-77,1.09540251481899,0.284,0.039,"7","AOAH"
"SEPT73",5.73674402511517e-66,0.983060667860007,0.601,0.331,"7","SEPT7"
"FGFBP2",6.25133750636827e-64,1.49664766123226,0.256,0.016,"7","FGFBP2"
"GCHFR",5.03297913422181e-59,1.23778559354027,0.256,0.024,"7","GCHFR"
"EVL4",1.43783836084343e-58,1.03170305140649,0.585,0.27,"7","EVL"
"HAVCR23",1.47933763049756e-57,0.883832029012107,0.339,0.192,"7","HAVCR2"
"LDHA3",3.32860276758003e-56,0.93797443406388,0.655,0.394,"7","LDHA"
"HMGB14",3.45137150900756e-55,0.807016275976149,0.69,0.47,"7","HMGB1"
"APMAP",4.67596804347718e-55,1.12682159904782,0.297,0.065,"7","APMAP"
"C5orf562",1.96562139104501e-52,0.979379652855647,0.482,0.26,"7","C5orf56"
"HSPA53",2.6094158312482e-52,0.986751698147285,0.585,0.35,"7","HSPA5"
"PDIA32",9.05256419346593e-49,0.74873121563465,0.591,0.444,"7","PDIA3"
"CDK2AP2",3.78190583265414e-47,1.05919973595138,0.342,0.103,"7","CDK2AP2"
"PDIA63",7.44305993742412e-47,0.77017939357712,0.473,0.321,"7","PDIA6"
"CLEC2B2",2.65149553756544e-46,0.951347921617538,0.537,0.316,"7","CLEC2B"
"ALOX5AP3",6.944519992791e-46,1.132811537346,0.518,0.202,"7","ALOX5AP"
"SDF2L1",9.28262039739177e-46,0.986860551314798,0.351,0.151,"7","SDF2L1"
"PTMA7",1.00156890817773e-45,0.45028096390232,0.981,0.872,"7","PTMA"
"UBB3",1.23762746829483e-44,0.583116684695757,0.904,0.811,"7","UBB"
"DHRS71",1.81405456496648e-44,0.910354878922928,0.38,0.17,"7","DHRS7"
"MIR1421",1.62957852584692e-43,0.855204261965097,0.396,0.21,"7","MIR142"
"DRAP11",4.0188734589278e-41,0.555404357678152,0.748,0.68,"7","DRAP1"
"OSTF11",1.18027069801756e-39,0.679875678346958,0.345,0.223,"7","OSTF1"
"JAK11",2.06352860386274e-39,0.662713470563985,0.486,0.355,"7","JAK1"
"SH2D2A1",5.62665096132758e-39,1.01678738745454,0.281,0.054,"7","SH2D2A"
"DNAJB64",9.63251280279793e-39,0.658556579140302,0.489,0.346,"7","DNAJB6"
"MANF1",1.39104677515516e-38,0.803309247980144,0.383,0.219,"7","MANF"
"ID2",1.5924755499393e-37,1.07920693070211,0.332,0.104,"7","ID2"
"RABAC12",2.63157550736586e-36,0.626970195507223,0.489,0.35,"7","RABAC1"
"HLA-F1",8.52739317145623e-36,0.575986459614746,0.403,0.319,"7","HLA-F"
"TRIM221",3.30446758907073e-35,0.638838765651918,0.492,0.385,"7","TRIM22"
"KDELR2",7.71302229319682e-35,0.707923892408041,0.364,0.227,"7","KDELR2"
"CD443",6.12011799588928e-33,0.613019018590108,0.498,0.396,"7","CD44"
"FKBP2",1.95289862804909e-31,0.644452568469937,0.278,0.17,"7","FKBP2"
"IER21",2.5786100744857e-31,0.621016395322141,0.537,0.449,"7","IER2"
"LMAN21",7.74649753556422e-31,0.495155049520477,0.329,0.263,"7","LMAN2"
"STOM2",8.45625960805882e-31,0.577305483787976,0.259,0.208,"7","STOM"
"PPIB1",2.15723623695146e-30,0.651562019572285,0.387,0.278,"7","PPIB"
"IL2RG3",6.73727931625876e-30,0.551838330023934,0.569,0.407,"7","IL2RG"
"SPCS21",9.91625419402763e-30,0.43554442782094,0.428,0.363,"7","SPCS2"
"TPI12",1.01127538411894e-29,0.553714819679429,0.425,0.328,"7","TPI1"
"CD96",9.85880206806063e-29,0.836704961802918,0.284,0.085,"7","CD96"
"CHMP4A",3.77539404697085e-28,0.544215401631112,0.342,0.272,"7","CHMP4A"
"NDUFC21",9.92945085507534e-28,0.408003073832225,0.383,0.33,"7","NDUFC2"
"ARF11",1.39383159071187e-27,0.259762597333421,0.387,0.439,"7","ARF1"
"XBP13",1.5467132865656e-27,0.603771654951301,0.428,0.277,"7","XBP1"
"ARPC5L",1.80323298623833e-27,0.735451524107107,0.262,0.117,"7","ARPC5L"
"IDH21",3.35581996949397e-27,0.534655466926242,0.288,0.198,"7","IDH2"
"NCOR1",3.55258566178076e-27,0.60318706288192,0.307,0.191,"7","NCOR1"
"CLDND12",3.96033287285992e-27,0.744221857472496,0.339,0.203,"7","CLDND1"
"WIPF11",1.79993160671337e-26,0.495763461137827,0.313,0.245,"7","WIPF1"
"PRDX5",3.53570446596819e-26,0.711281746061867,0.31,0.161,"7","PRDX5"
"PRDX6",4.12551770452133e-26,0.519625632795506,0.284,0.214,"7","PRDX6"
"UPP11",9.22221833157201e-26,0.530901867745855,0.268,0.206,"7","UPP1"
"NEDD82",1.72351493179853e-25,0.42757135465539,0.444,0.373,"7","NEDD8"
"IFI442",4.22740274930727e-25,0.268540185974813,0.406,0.467,"7","IFI44"
"TMED92",1.84529313815054e-24,0.511394570297925,0.335,0.273,"7","TMED9"
"TMEM258",2.6477917168361e-24,0.423990923061445,0.288,0.227,"7","TMEM258"
"WDR83OS",2.96712296711589e-24,0.468961791965519,0.332,0.265,"7","WDR83OS"
"SLFN51",3.03696884896477e-24,0.645224978695726,0.335,0.199,"7","SLFN5"
"VAMP83",4.70770548653943e-24,0.530751884725618,0.374,0.235,"7","VAMP8"
"STK17A5",2.09067408747201e-23,0.583856572356282,0.438,0.289,"7","STK17A"
"LIMD22",1.21712877927457e-22,0.614131777610928,0.514,0.357,"7","LIMD2"
"CYLD1",1.31365234810645e-22,0.569993137464343,0.252,0.176,"7","CYLD"
"TMED10",2.49867072186396e-22,0.539665343291731,0.262,0.158,"7","TMED10"
"LSP1",1.79687646185349e-21,0.50926997707591,0.3,0.224,"7","LSP1"
"HNRNPK4",2.93663823826501e-19,0.338031785154517,0.511,0.459,"7","HNRNPK"
"ATP5C1",3.52026685247759e-19,0.456475444763291,0.262,0.201,"7","ATP5C1"
"ODF2L2",5.08515221262985e-19,0.620697726211678,0.297,0.159,"7","ODF2L"
"COPZ1",2.04380860513656e-18,0.400222121471076,0.256,0.204,"7","COPZ1"
"HSP90B1",3.23765665803707e-18,0.415253126093926,0.265,0.202,"7","HSP90B1"
"KMT2E3",3.30321750720753e-18,0.509748746019124,0.3,0.227,"7","KMT2E"
"GADD45B2",1.18994475436313e-17,0.419341445457411,0.345,0.265,"7","GADD45B"
"IFITM25",1.55357267596916e-17,0.387253572732306,0.738,0.673,"7","IFITM2"
"BST25",1.65783248935686e-17,0.394503015776193,0.859,0.735,"7","BST2"
"SRGN4",3.71713734399909e-17,0.352530754440846,0.942,0.811,"7","SRGN"
"OASL4",3.74409905171135e-17,0.406135209733971,0.709,0.645,"7","OASL"
"ECH1",6.07710053279882e-17,0.544952216413843,0.252,0.14,"7","ECH1"
"DGUOK1",1.00916081782008e-16,0.382039318043176,0.262,0.212,"7","DGUOK"
"MDH13",1.4675081678167e-16,0.449316222061694,0.278,0.206,"7","MDH1"
"HNRNPA16",2.65423793398804e-16,0.292860025180862,0.518,0.453,"7","HNRNPA1"
"COX6C3",4.60614484346973e-16,0.331093037605952,0.374,0.321,"7","COX6C"
"OSTC",5.42372027099761e-16,0.521494525680802,0.278,0.185,"7","OSTC"
"ATP5G23",1.06969181030703e-14,0.358841810441662,0.495,0.432,"7","ATP5G2"
"CD693",1.88108299131977e-14,0.5755724003492,0.435,0.302,"7","CD69"
"SYNE23",1.59605402288026e-13,0.546144687479825,0.278,0.167,"7","SYNE2"
"HMGN15",2.75769610597338e-13,0.412262767129511,0.396,0.328,"7","HMGN1"
"PYURF4",1.76916392451505e-12,0.475151937674853,0.294,0.224,"7","PYURF"
"PLSCR14",2.31835987201831e-12,0.340987360146475,0.783,0.73,"7","PLSCR1"
"RAC21",2.64220772174813e-12,0.402053091398909,0.259,0.173,"7","RAC2"
"SNRPD26",1.27286257952996e-10,0.317412527533123,0.45,0.376,"7","SNRPD2"
"VAMP22",1.79577450067029e-10,0.366815153218239,0.252,0.198,"7","VAMP2"
"CORO1A3",1.51283704752976e-09,0.360853985628513,0.288,0.221,"7","CORO1A"
"CXCR46",1.81177934135839e-08,0.343974451120383,0.601,0.499,"7","CXCR4"
"RGCC5",1.86674656605834e-08,0.517631641804808,0.313,0.208,"7","RGCC"
"PTPRCAP3",2.71608016930445e-08,0.438514819476381,0.252,0.155,"7","PTPRCAP"
"NR3C14",5.08286873497517e-08,0.353341627505196,0.252,0.2,"7","NR3C1"
"DDIT43",4.65731881386295e-07,0.448680210925323,0.252,0.155,"7","DDIT4"
"CD27",9.16718269750313e-07,0.312312383198446,0.323,0.232,"7","CD2"
"ANXA15",3.77519174477104e-06,0.303060762585142,0.834,0.757,"7","ANXA1"
"CCL43",0.00614516962551786,0.658302249941875,0.288,0.217,"7","CCL4"
"HLA-DPB18",4.17273855770173e-220,2.09306255457133,0.963,0.425,"8","HLA-DPB1"
"MARCKSL17",4.89673282950009e-192,2.04211477425993,0.831,0.228,"8","MARCKSL1"
"HLA-DPA17",6.10074081050071e-183,1.85495046320172,0.947,0.461,"8","HLA-DPA1"
"HLA-DRA7",1.90509509358903e-169,1.86644621436927,0.992,0.527,"8","HLA-DRA"
"TXN8",9.90650482961049e-169,2.03166689036888,0.996,0.494,"8","TXN"
"CD746",1.62869270514396e-162,1.70210722507302,0.996,0.68,"8","CD74"
"HLA-DRB18",7.89145864634547e-157,1.68942544978438,0.979,0.491,"8","HLA-DRB1"
"HLA-DQA11",3.1143209491805e-147,1.91094146106103,0.831,0.157,"8","HLA-DQA1"
"CST38",4.26414721140692e-135,1.53198183187301,0.984,0.39,"8","CST3"
"SERPINB18",2.91857491066431e-134,1.51075098157229,0.868,0.342,"8","SERPINB1"
"HLA-DQB13",1.23616826586376e-115,1.52220345947501,0.823,0.211,"8","HLA-DQB1"
"ANXA28",7.00737025467464e-106,1.06410863065663,0.988,0.529,"8","ANXA2"
"GPR137B",8.44092681880912e-104,1.23271936615355,0.654,0.082,"8","GPR137B"
"HLA-DMA1",5.23141324752295e-102,1.30118688151061,0.77,0.161,"8","HLA-DMA"
"CST72",1.73054553040028e-99,0.794222402704301,0.539,0.073,"8","CST7"
"CLIC2",1.95205642312922e-98,1.02928008365832,0.551,0.054,"8","CLIC2"
"LYZ8",4.08326487429634e-96,1.49218504362255,0.93,0.315,"8","LYZ"
"S100A107",6.09464058268568e-96,0.971765824959933,0.996,0.605,"8","S100A10"
"IFITM37",1.48327826832353e-92,0.589235480078354,1,0.601,"8","IFITM3"
"CALCRL",2.5957966990198e-87,0.769921990461185,0.288,0.003,"8","CALCRL"
"TYROBP8",2.85909037467739e-87,0.457439131960955,0.979,0.431,"8","TYROBP"
"C15orf488",4.69495498376894e-85,0.947075913432442,0.979,0.401,"8","C15orf48"
"CCL221",8.11670172229875e-83,1.177856002614,0.255,0.002,"8","CCL22"
"ALDH2",3.75911610063764e-80,0.974935787688121,0.523,0.063,"8","ALDH2"
"CXCL118",6.59556794103612e-80,0.94328725203024,0.959,0.378,"8","CXCL11"
"SPI18",5.78604237971932e-79,0.872860632699906,0.889,0.298,"8","SPI1"
"IDO17",1.10641172418803e-78,1.21467628874606,0.93,0.371,"8","IDO1"
"LGALS17",4.44513326422546e-78,0.964606064753305,0.967,0.415,"8","LGALS1"
"RAC18",1.88842304048287e-77,0.906591719226475,0.967,0.454,"8","RAC1"
"LSP11",4.04450887477289e-77,1.10708588706752,0.749,0.21,"8","LSP1"
"ACTB5",7.40960208409798e-77,0.903011832870944,1,0.877,"8","ACTB"
"RAB9A1",9.20695116228191e-77,1.20288843907761,0.572,0.141,"8","RAB9A"
"CD834",4.6188944622143e-76,1.353110234123,0.72,0.187,"8","CD83"
"IL4I18",3.85826008450728e-75,0.873557289266949,0.889,0.31,"8","IL4I1"
"KYNU8",4.24585255067911e-75,0.899155475806192,0.909,0.333,"8","KYNU"
"S100A117",4.4463753057843e-75,0.527233880488148,1,0.669,"8","S100A11"
"SLC7A11",7.24697276007767e-74,0.893784662923889,0.51,0.067,"8","SLC7A11"
"TNFSF13B8",7.31044763783225e-74,0.867203358242973,0.979,0.459,"8","TNFSF13B"
"OGFRL1",2.74184557289637e-73,0.728667588769607,0.399,0.032,"8","OGFRL1"
"CKB",3.03375601776946e-73,1.04640645462487,0.457,0.05,"8","CKB"
"DUSP5",1.89333740520697e-72,1.04685511549405,0.527,0.08,"8","DUSP5"
"PKIB",3.8287462738047e-72,0.718365439989168,0.272,0.006,"8","PKIB"
"CD637",5.32130714896099e-72,0.59152307431379,0.984,0.477,"8","CD63"
"PIM36",1.10060049516965e-70,0.824654653121215,0.807,0.253,"8","PIM3"
"TIMP18",2.92429399499234e-70,0.804199309709178,0.975,0.46,"8","TIMP1"
"FAM49A1",3.91417576792536e-70,0.957777544253329,0.58,0.104,"8","FAM49A"
"CTSZ1",4.31420817397169e-70,0.913311432838,0.679,0.156,"8","CTSZ"
"CD385",1.55885357760883e-69,0.758676521692622,0.778,0.235,"8","CD38"
"GAPDH5",2.37854666326765e-69,0.807909660723496,0.988,0.666,"8","GAPDH"
"CPVL1",5.44449932304925e-69,0.978101154518866,0.523,0.088,"8","CPVL"
"PSAP8",1.47992801076592e-68,0.270229625394835,0.881,0.44,"8","PSAP"
"GRN8",4.40944800801257e-68,0.535166231991022,0.778,0.274,"8","GRN"
"BID8",9.01611804464145e-68,0.935651858985496,0.815,0.297,"8","BID"
"CSTB8",7.16518289057411e-67,0.29368258621452,0.93,0.439,"8","CSTB"
"ANXA58",2.19187592412158e-66,0.396010040004043,0.971,0.486,"8","ANXA5"
"NINJ18",5.20632919804461e-66,0.482039563285199,0.856,0.345,"8","NINJ1"
"FGL28",9.48926254710336e-65,1.09906446883642,0.79,0.295,"8","FGL2"
"ATF58",2.29720521059763e-64,0.669863208217968,0.741,0.234,"8","ATF5"
"BIRC34",2.77340120190583e-64,1.22208969974387,0.757,0.334,"8","BIRC3"
"CD864",1.5744057873849e-63,0.948736947291873,0.728,0.21,"8","CD86"
"PEA15",5.71470981065887e-62,0.660880157160354,0.514,0.101,"8","PEA15"
"FYTTD1",7.99067334785937e-62,0.315226413688548,0.444,0.125,"8","FYTTD1"
